"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/09/2026 20:10:46:584 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","slowness","red-spawn","blue-spawn","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"1128","stop sign","15","15","13.5","5000","749","499","1230","47010"
"1127","stop sign","15","15","13.5","5000","712","525","1383","43742"
"1124","stop sign","15","15","13.5","5000","691","556","1168","36584"
"1117","stop sign","15","15","13","5000","689","541","1265","31274"
"1131","stop sign","15","15","14","5000","759","516","1516","46628"
"1130","stop sign","15","15","13.5","5000","687","549","1187","33599"
"1119","stop sign","15","15","13","5000","701","520","1168","44081"
"1132","stop sign","15","15","14","5000","729","533","1340","45415"
"1123","stop sign","15","15","13.5","5000","684","570","1270","38833"
"1129","stop sign","15","15","13.5","5000","739","510","1451","48591"
"1134","stop sign","15","15","14","5000","747","508","1444","48462"
"1125","stop sign","15","15","13.5","5000","717","539","1384","36924"
"1137","stop sign","15","15","14","5000","709","534","1231","38275"
"1133","stop sign","15","15","14","5000","687","545","1170","43664"
"1138","stop sign","15","15","14","5000","665","543","1180","34821"
"1136","stop sign","15","15","14","5000","699","545","1302","44758"
"1141","stop sign","15","15","14.5","5000","697","526","1256","47592"
"1139","stop sign","15","15","14","5000","734","519","1227","47076"
"1126","stop sign","15","15","13.5","5000","736","519","1477","44377"
"1144","stop sign","15","15","14.5","5000","695","534","1185","39909"
"1147","stop sign","15","15","14.5","5000","712","493","1236","51548"
"1149","stop sign","15","15","14.5","5000","717","508","1372","49538"
"1142","stop sign","15","15","14.5","5000","753","462","1493","49861"
"1146","stop sign","15","15","14.5","5000","720","525","1180","46118"
"1135","stop sign","15","15","14","5000","726","541","1274","50492"
"1153","stop sign","15","15","15","5000","702","579","1180","40518"
"1150","stop sign","15","15","14.5","5000","724","507","1301","47992"
"1151","stop sign","15","15","15","5000","759","501","1387","50058"
"1140","stop sign","15","15","14","5000","726","518","1322","44733"
"1152","stop sign","15","15","15","5000","739","529","1262","48359"
"1157","stop sign","15","15","15","5000","720","548","1335","47053"
"1145","stop sign","15","15","14.5","5000","704","540","1188","47999"
"1143","stop sign","15","15","14.5","5000","663","568","1062","38305"
"1154","stop sign","15","15","15","5000","731","517","1436","52785"
"1158","stop sign","15","15","15","5000","711","519","1202","50018"
"1156","stop sign","15","15","15","5000","675","596","1044","43115"
"1148","stop sign","15","15","14.5","5000","703","506","1385","53900"
"1162","stop sign","15","15","15.5","5000","724","516","1255","52469"
"1159","stop sign","15","15","15","5000","719","521","1198","48529"
"1160","stop sign","15","15","15","5000","737","510","1357","49275"
"1163","stop sign","15","15","15.5","5000","713","533","1320","48349"
"1164","stop sign","15","15","15.5","5000","703","563","1217","44740"
"1167","stop sign","15","15","15.5","5000","698","540","1371","47736"
"1166","stop sign","15","15","15.5","5000","709","549","1164","43999"
"1171","stop sign","15","15","16","5000","685","586","1192","48506"
"1155","stop sign","15","15","15","5000","680","584","1215","41297"
"1170","stop sign","15","15","15.5","5000","724","541","1272","46233"
"1161","stop sign","15","15","15.5","5000","668","597","1231","41528"
"1174","stop sign","15","15","16","5000","700","542","1214","49475"
"1172","stop sign","15","15","16","5000","738","515","1412","52640"
"1175","stop sign","15","15","16","5000","696","549","1190","47372"
"1176","stop sign","15","15","16","5000","709","562","1219","44610"
"1177","stop sign","15","15","16","5000","725","538","1118","50198"
"1178","stop sign","15","15","16","5000","771","453","1375","54004"
"1179","stop sign","15","15","16","5000","676","544","1058","48962"
"1165","stop sign","15","15","15.5","5000","743","511","1287","48595"
"1169","stop sign","15","15","15.5","5000","682","553","1097","47287"
"1181","stop sign","15","15","16.5","5000","698","561","1067","47955"
"1180","stop sign","15","15","16","5000","674","571","1032","48403"
"1168","stop sign","15","15","15.5","5000","735","494","1143","53523"
"1173","stop sign","15","15","16","5000","730","540","1337","50510"
"1185","stop sign","15","15","16.5","5000","713","538","1214","46786"
"1183","stop sign","15","15","16.5","5000","724","532","1296","49849"
"1186","stop sign","15","15","16.5","5000","710","536","1182","53274"
"1188","stop sign","15","15","16.5","5000","727","541","1176","49796"
"1187","stop sign","15","15","16.5","5000","746","503","1333","54546"
"1189","stop sign","15","15","16.5","5000","723","524","1316","48252"
"1191","stop sign","15","15","17","5000","707","523","1232","49809"
"1194","stop sign","15","15","17","5000","729","523","1320","52654"
"1190","stop sign","15","15","16.5","5000","708","533","1174","50579"
"1195","stop sign","15","15","17","5000","695","573","1272","48094"
"1199","stop sign","15","15","17","5000","710","578","1294","48514"
"1203","stop sign","15","15","17.5","5000","687","546","1033","49586"
"1198","stop sign","15","15","17","5000","713","548","1320","48954"
"1201","stop sign","15","15","17.5","5000","725","576","1458","49203"
"1202","stop sign","15","15","17.5","5000","739","507","1402","55129"
"1184","stop sign","15","15","16.5","5000","753","494","1488","53087"
"1182","stop sign","15","15","16.5","5000","681","583","1085","44514"
"1206","stop sign","15","15","17.5","5000","742","505","1259","56563"
"1204","stop sign","15","15","17.5","5000","713","510","1190","55573"
"1200","stop sign","15","15","17","5000","718","564","1311","48907"
"1205","stop sign","15","15","17.5","5000","660","561","1064","50454"
"1207","stop sign","15","15","17.5","5000","704","591","1106","46017"
"1192","stop sign","15","15","17","5000","693","538","1155","50702"
"1193","stop sign","15","15","17","5000","678","583","1287","41827"
"1196","stop sign","15","15","17","5000","719","544","1328","49348"
"1209","stop sign","15","15","17.5","5000","702","564","1408","50147"
"1211","stop sign","15","15","18","5000","768","514","1597","53481"
"1212","stop sign","15","15","18","5000","709","555","1464","50544"
"1210","stop sign","15","15","17.5","5000","734","503","1376","54551"
"1208","stop sign","15","15","17.5","5000","668","570","1121","47411"
"1197","stop sign","15","15","17","5000","689","563","1236","50688"
"1215","stop sign","15","15","18","5000","723","542","1380","53451"
"1216","stop sign","15","15","18","5000","690","558","1118","49119"
"1219","stop sign","15","15","18","5000","737","527","1284","53464"
"1218","stop sign","15","15","18","5000","682","587","1052","50605"
"1217","stop sign","15","15","18","5000","706","547","1147","53654"
"1223","stop sign","15","15","18.5","5000","744","498","1302","55768"
"1224","stop sign","15","15","18.5","5000","709","567","1355","49153"
"1225","stop sign","15","15","18.5","5000","718","538","1338","52175"
"1226","stop sign","15","15","18.5","5000","714","526","1249","55374"
"1229","stop sign","15","15","18.5","5000","704","519","1183","56193"
"1227","stop sign","15","15","18.5","5000","681","560","1171","52392"
"1231","stop sign","15","15","19","5000","698","583","1237","50631"
"1232","stop sign","15","15","19","5000","716","557","1186","51941"
"1230","stop sign","15","15","18.5","5000","738","512","1389","54792"
"1233","stop sign","15","15","19","5000","732","500","1395","56454"
"1234","stop sign","15","15","19","5000","651","608","1114","46480"
"1214","stop sign","15","15","18","5000","686","558","1088","52716"
"1213","stop sign","15","15","18","5000","711","533","1249","54124"
"1236","stop sign","15","15","19","5000","719","501","1354","55566"
"1238","stop sign","15","15","19","5000","716","565","1386","49144"
"1220","stop sign","15","15","18","5000","667","603","1128","49719"
"1237","stop sign","15","15","19","5000","718","513","1275","56385"
"1235","stop sign","15","15","19","5000","741","533","1190","52768"
"1239","stop sign","15","15","19","5000","714","557","1359","51417"
"1240","stop sign","15","15","19","5000","679","577","1311","52266"
"1241","stop sign","15","15","19.5","5000","725","550","1338","54009"
"1242","stop sign","15","15","19.5","5000","699","538","1252","55428"
"1221","stop sign","15","15","18.5","5000","714","540","1343","53695"
"1222","stop sign","15","15","18.5","5000","722","548","1391","47229"
"1244","stop sign","15","15","19.5","5000","725","528","1394","54197"
"1248","stop sign","15","15","19.5","5000","714","538","1164","52281"
"1243","stop sign","15","15","19.5","5000","696","556","1293","54388"
"1228","stop sign","15","15","18.5","5000","688","581","1260","50912"
"1247","stop sign","15","15","19.5","5000","739","512","1452","55498"
"1251","stop sign","15","15","20","5000","753","510","1318","54814"
"1250","stop sign","15","15","19.5","5000","745","538","1288","53948"
"1253","stop sign","15","15","20","5000","674","573","1244","53276"
"1252","stop sign","15","15","20","5000","702","585","1214","49912"
"1254","stop sign","15","15","20","5000","737","476","1276","57793"
"1255","stop sign","15","15","20","5000","697","577","1369","53527"
"1262","stop sign","15","16","10","5000","765","431","1287","28578"
"1258","stop sign","15","15","20","5000","718","564","1280","54501"
"1259","stop sign","15","15","20","5000","686","565","1145","54793"
"1264","stop sign","15","16","10","5000","744","452","1398","22288"
"1263","stop sign","15","16","10","5000","761","441","1285","25608"
"1260","stop sign","15","15","20","5000","662","611","1075","50931"
"1267","stop sign","15","16","10","5000","749","473","1335","26813"
"1268","stop sign","15","16","10","5000","733","456","1300","17476"
"1265","stop sign","15","16","10","5000","754","458","1391","32658"
"1266","stop sign","15","16","10","5000","751","453","1315","27596"
"1245","stop sign","15","15","19.5","5000","699","552","1293","52724"
"1271","stop sign","15","16","10.5","5000","738","484","1374","30523"
"1272","stop sign","15","16","10.5","5000","771","434","1354","33178"
"1269","stop sign","15","16","10","5000","797","434","1727","33276"
"1246","stop sign","15","15","19.5","5000","689","581","1188","50292"
"1270","stop sign","15","16","10","5000","708","475","1406","19467"
"1273","stop sign","15","16","10.5","5000","767","488","1423","36419"
"1249","stop sign","15","15","19.5","5000","713","565","1239","52410"
"1275","stop sign","15","16","10.5","5000","793","424","1631","33401"
"1274","stop sign","15","16","10.5","5000","750","457","1335","29247"
"1276","stop sign","15","16","10.5","5000","754","439","1543","33485"
"1277","stop sign","15","16","10.5","5000","746","445","1313","29534"
"1261","stop sign","15","16","10","5000","782","434","1393","37535"
"1278","stop sign","15","16","10.5","5000","734","481","1499","28709"
"1280","stop sign","15","16","10.5","5000","736","460","1230","28770"
"1256","stop sign","15","15","20","5000","711","531","1305","56586"
"1281","stop sign","15","16","11","5000","734","496","1291","29796"
"1282","stop sign","15","16","11","5000","739","473","1458","31343"
"1257","stop sign","15","15","20","5000","716","549","1366","54849"
"1284","stop sign","15","16","11","5000","760","475","1342","38016"
"1285","stop sign","15","16","11","5000","737","476","1487","33648"
"1287","stop sign","15","16","11","5000","733","475","1326","26609"
"1289","stop sign","15","16","11","5000","758","499","1468","34924"
"1290","stop sign","15","16","11","5000","748","491","1253","37027"
"1293","stop sign","15","16","11.5","5000","761","474","1453","38454"
"1295","stop sign","15","16","11.5","5000","719","520","1397","29674"
"1288","stop sign","15","16","11","5000","747","486","1348","30520"
"1298","stop sign","15","16","11.5","5000","739","475","1257","41217"
"1296","stop sign","15","16","11.5","5000","737","480","1402","33699"
"1292","stop sign","15","16","11.5","5000","762","479","1383","38036"
"1299","stop sign","15","16","11.5","5000","753","479","1514","37554"
"1300","stop sign","15","16","11.5","5000","788","456","1556","46591"
"1279","stop sign","15","16","10.5","5000","771","487","1372","32453"
"1283","stop sign","15","16","11","5000","714","467","1293","25056"
"1286","stop sign","15","16","11","5000","739","454","1435","24510"
"1301","stop sign","15","16","12","5000","730","482","1432","32950"
"1304","stop sign","15","16","12","5000","724","523","1264","29905"
"1302","stop sign","15","16","12","5000","739","495","1377","38987"
"1303","stop sign","15","16","12","5000","755","496","1250","38000"
"1294","stop sign","15","16","11.5","5000","783","454","1572","36589"
"1306","stop sign","15","16","12","5000","748","500","1403","38735"
"1310","stop sign","15","16","12","5000","747","487","1488","38046"
"1305","stop sign","15","16","12","5000","754","506","1437","37634"
"1307","stop sign","15","16","12","5000","748","504","1432","43383"
"1297","stop sign","15","16","11.5","5000","765","453","1541","40828"
"1308","stop sign","15","16","12","5000","742","494","1303","36384"
"1309","stop sign","15","16","12","5000","787","478","1604","44229"
"1291","stop sign","15","16","11.5","5000","787","467","1537","41402"
"1314","stop sign","15","16","12.5","5000","777","471","1379","41111"
"1315","stop sign","15","16","12.5","5000","767","480","1574","44850"
"1317","stop sign","15","16","12.5","5000","733","516","1324","38353"
"1316","stop sign","15","16","12.5","5000","745","496","1440","39253"
"1320","stop sign","15","16","12.5","5000","718","510","1437","35765"
"1319","stop sign","15","16","12.5","5000","786","461","1571","45368"
"1322","stop sign","15","16","13","5000","730","511","1368","45975"
"1321","stop sign","15","16","13","5000","786","479","1561","45302"
"1325","stop sign","15","16","13","5000","731","526","1308","40118"
"1324","stop sign","15","16","13","5000","789","463","1542","51986"
"1327","stop sign","15","16","13","5000","783","509","1638","40133"
"1312","stop sign","15","16","12.5","5000","814","456","1611","43038"
"1313","stop sign","15","16","12.5","5000","738","487","1357","39142"
"1328","stop sign","15","16","13","5000","727","500","1360","40845"
"1311","stop sign","15","16","12.5","5000","720","511","1253","44913"
"1329","stop sign","15","16","13","5000","721","521","1251","40184"
"1330","stop sign","15","16","13","5000","791","469","1476","45401"
"1331","stop sign","15","16","13.5","5000","759","492","1415","52390"
"1332","stop sign","15","16","13.5","5000","694","539","1280","40317"
"1333","stop sign","15","16","13.5","5000","768","516","1568","48530"
"1335","stop sign","15","16","13.5","5000","775","489","1452","48624"
"1318","stop sign","15","16","12.5","5000","744","514","1345","41253"
"1337","stop sign","15","16","13.5","5000","771","502","1403","46722"
"1334","stop sign","15","16","13.5","5000","776","506","1508","45586"
"1323","stop sign","15","16","13","5000","744","476","1409","51111"
"1340","stop sign","15","16","13.5","5000","752","473","1367","50491"
"1336","stop sign","15","16","13.5","5000","747","497","1344","49501"
"1326","stop sign","15","16","13","5000","734","511","1414","43238"
"1342","stop sign","15","16","14","5000","740","515","1134","49851"
"1344","stop sign","15","16","14","5000","713","541","1212","44311"
"1343","stop sign","15","16","14","5000","776","461","1554","51692"
"1345","stop sign","15","16","14","5000","789","488","1513","53376"
"1346","stop sign","15","16","14","5000","763","509","1512","49447"
"1349","stop sign","15","16","14","5000","749","515","1231","47170"
"1347","stop sign","15","16","14","5000","734","533","1346","50102"
"1352","stop sign","15","16","14.5","5000","732","523","1136","46585"
"1353","stop sign","15","16","14.5","5000","728","547","1166","45204"
"1350","stop sign","15","16","14","5000","729","535","1257","45120"
"1339","stop sign","15","16","13.5","5000","716","542","1204","37143"
"1355","stop sign","15","16","14.5","5000","715","546","1223","47152"
"1356","stop sign","15","16","14.5","5000","776","499","1726","49954"
"1358","stop sign","15","16","14.5","5000","727","537","1352","48530"
"1357","stop sign","15","16","14.5","5000","746","517","1424","48920"
"1338","stop sign","15","16","13.5","5000","739","513","1392","40737"
"1341","stop sign","15","16","14","5000","773","481","1453","53730"
"1360","stop sign","15","16","14.5","5000","745","541","1328","48972"
"1359","stop sign","15","16","14.5","5000","723","511","1259","51710"
"1361","stop sign","15","16","15","5000","716","541","1133","44027"
"1362","stop sign","15","16","15","5000","781","494","1345","52071"
"1366","stop sign","15","16","15","5000","748","506","1491","51607"
"1348","stop sign","15","16","14","5000","759","484","1434","51457"
"1367","stop sign","15","16","15","5000","774","467","1597","51155"
"1363","stop sign","15","16","15","5000","740","515","1297","48894"
"1364","stop sign","15","16","15","5000","711","553","1241","45165"
"1368","stop sign","15","16","15","5000","793","473","1430","55448"
"1369","stop sign","15","16","15","5000","735","510","1297","47965"
"1354","stop sign","15","16","14.5","5000","792","462","1541","53065"
"1351","stop sign","15","16","14.5","5000","729","527","1312","45956"
"1373","stop sign","15","16","15.5","5000","738","522","1391","52471"
"1372","stop sign","15","16","15.5","5000","751","494","1502","54671"
"1375","stop sign","15","16","15.5","5000","770","477","1402","54850"
"1374","stop sign","15","16","15.5","5000","743","520","1564","47571"
"1376","stop sign","15","16","15.5","5000","727","516","1395","48651"
"1378","stop sign","15","16","15.5","5000","763","490","1289","53101"
"1379","stop sign","15","16","15.5","5000","736","494","1246","53685"
"1365","stop sign","15","16","15","5000","749","504","1342","49879"
"1381","stop sign","15","16","16","5000","760","482","1423","54562"
"1382","stop sign","15","16","16","5000","758","485","1512","52367"
"1380","stop sign","15","16","15.5","5000","746","528","1178","52360"
"1387","stop sign","15","16","16","5000","737","548","1490","47782"
"1371","stop sign","15","16","15.5","5000","769","481","1515","50827"
"1386","stop sign","15","16","16","5000","777","507","1519","51434"
"1370","stop sign","15","16","15","5000","753","527","1267","49401"
"1385","stop sign","15","16","16","5000","775","475","1495","53397"
"1388","stop sign","15","16","16","5000","797","476","1625","55509"
"1390","stop sign","15","16","16","5000","745","482","1415","51605"
"1389","stop sign","15","16","16","5000","759","483","1384","54180"
"1377","stop sign","15","16","15.5","5000","760","499","1386","48821"
"1393","stop sign","15","16","16.5","5000","759","502","1357","50690"
"1394","stop sign","15","16","16.5","5000","733","510","1285","54305"
"1391","stop sign","15","16","16.5","5000","775","479","1484","56288"
"1383","stop sign","15","16","16","5000","748","514","1485","53016"
"1398","stop sign","15","16","16.5","5000","765","503","1394","50590"
"1396","stop sign","15","16","16.5","5000","766","500","1455","54171"
"1395","stop sign","15","16","16.5","5000","706","526","1330","50185"
"1384","stop sign","15","16","16","5000","763","492","1373","52052"
"1402","stop sign","15","16","17","5000","763","506","1593","53829"
"1400","stop sign","15","16","16.5","5000","741","519","1284","54009"
"1410","stop sign","15","16","17","5000","747","502","1398","53818"
"1409","stop sign","15","16","17","5000","740","540","1377","50530"
"1401","stop sign","15","16","17","5000","745","514","1455","54130"
"1413","stop sign","15","16","17.5","5000","731","521","1339","54115"
"1392","stop sign","15","16","16.5","5000","778","495","1538","54249"
"1403","stop sign","15","16","17","5000","755","487","1587","54647"
"1405","stop sign","15","16","17","5000","785","479","1572","55612"
"1399","stop sign","15","16","16.5","5000","774","476","1345","54175"
"1406","stop sign","15","16","17","5000","759","499","1425","54094"
"1407","stop sign","15","16","17","5000","752","527","1308","51575"
"1416","stop sign","15","16","17.5","5000","750","507","1287","53767"
"1415","stop sign","15","16","17.5","5000","721","531","1380","54830"
"1411","stop sign","15","16","17.5","5000","783","452","1718","57884"
"1414","stop sign","15","16","17.5","5000","748","526","1419","55240"
"1404","stop sign","15","16","17","5000","797","462","1495","54582"
"1418","stop sign","15","16","17.5","5000","780","475","1492","56243"
"1397","stop sign","15","16","16.5","5000","777","480","1318","56383"
"1417","stop sign","15","16","17.5","5000","745","526","1473","51147"
"1420","stop sign","15","16","17.5","5000","750","517","1357","53130"
"1408","stop sign","15","16","17","5000","744","513","1586","52730"
"1421","stop sign","15","16","18","5000","734","528","1417","55513"
"1423","stop sign","15","16","18","5000","717","530","1379","50803"
"1424","stop sign","15","16","18","5000","759","511","1398","53192"
"1412","stop sign","15","16","17.5","5000","760","517","1404","55056"
"1425","stop sign","15","16","18","5000","768","450","1419","58640"
"1426","stop sign","15","16","18","5000","753","505","1582","54717"
"1428","stop sign","15","16","18","5000","756","515","1402","54888"
"1433","stop sign","15","16","18.5","5000","765","519","1324","55982"
"1430","stop sign","15","16","18","5000","752","456","1340","55923"
"1432","stop sign","15","16","18.5","5000","773","501","1596","52732"
"1431","stop sign","15","16","18.5","5000","754","491","1638","56551"
"1427","stop sign","15","16","18","5000","752","513","1423","53552"
"1435","stop sign","15","16","18.5","5000","718","543","1236","51298"
"1437","stop sign","15","16","18.5","5000","771","481","1503","55234"
"1439","stop sign","15","16","18.5","5000","783","492","1657","57095"
"1436","stop sign","15","16","18.5","5000","760","491","1406","56872"
"1419","stop sign","15","16","17.5","5000","759","515","1475","52660"
"1440","stop sign","15","16","18.5","5000","778","483","1492","55864"
"1445","stop sign","15","16","19","5000","763","489","1443","56370"
"1443","stop sign","15","16","19","5000","706","548","1134","48784"
"1442","stop sign","15","16","19","5000","740","519","1259","54592"
"1441","stop sign","15","16","19","5000","749","500","1523","57109"
"1444","stop sign","15","16","19","5000","776","507","1622","54007"
"1446","stop sign","15","16","19","5000","750","518","1348","54831"
"1448","stop sign","15","16","19","5000","720","542","1255","53037"
"1422","stop sign","15","16","18","5000","766","497","1631","57118"
"1447","stop sign","15","16","19","5000","747","522","1398","55282"
"1449","stop sign","15","16","19","5000","755","525","1464","53795"
"1453","stop sign","15","16","19.5","5000","752","526","1452","56961"
"1452","stop sign","15","16","19.5","5000","764","481","1328","57771"
"1429","stop sign","15","16","18","5000","718","558","1343","49555"
"1450","stop sign","15","16","19","5000","742","499","1252","55534"
"1454","stop sign","15","16","19.5","5000","771","495","1450","56918"
"1434","stop sign","15","16","18.5","5000","728","529","1420","53870"
"1455","stop sign","15","16","19.5","5000","720","555","1342","53426"
"1456","stop sign","15","16","19.5","5000","773","466","1513","58655"
"1457","stop sign","15","16","19.5","5000","755","517","1494","55670"
"1458","stop sign","15","16","19.5","5000","753","516","1564","56786"
"1459","stop sign","15","16","19.5","5000","769","499","1354","57179"
"1461","stop sign","15","16","20","5000","772","501","1410","55861"
"1463","stop sign","15","16","20","5000","752","545","1464","54600"
"1438","stop sign","15","16","18.5","5000","736","519","1441","52947"
"1462","stop sign","15","16","20","5000","745","529","1545","56386"
"1464","stop sign","15","16","20","5000","741","500","1346","57184"
"1466","stop sign","15","16","20","5000","758","512","1353","56137"
"1467","stop sign","15","16","20","5000","746","524","1473","52560"
"1469","stop sign","15","16","20","5000","727","543","1322","56207"
"1473","stop sign","15","17","10","5000","750","476","1318","25939"
"1475","stop sign","15","17","10","5000","766","467","1503","29615"
"1470","stop sign","15","16","20","5000","757","529","1265","55693"
"1471","stop sign","15","17","10","5000","829","400","1686","39680"
"1472","stop sign","15","17","10","5000","822","415","1693","43108"
"1474","stop sign","15","17","10","5000","820","433","1515","33610"
"1477","stop sign","15","17","10","5000","750","481","1602","18998"
"1478","stop sign","15","17","10","5000","789","431","1558","36739"
"1480","stop sign","15","17","10","5000","757","453","1304","22559"
"1451","stop sign","15","16","19.5","5000","778","476","1469","59188"
"1479","stop sign","15","17","10","5000","768","429","1443","19160"
"1482","stop sign","15","17","10.5","5000","745","491","1435","25774"
"1483","stop sign","15","17","10.5","5000","807","443","1550","40050"
"1481","stop sign","15","17","10.5","5000","784","440","1518","37641"
"1485","stop sign","15","17","10.5","5000","814","441","1691","40708"
"1487","stop sign","15","17","10.5","5000","793","437","1381","34666"
"1486","stop sign","15","17","10.5","5000","790","462","1655","33907"
"1484","stop sign","15","17","10.5","5000","762","478","1336","36102"
"1460","stop sign","15","16","19.5","5000","743","516","1397","56810"
"1488","stop sign","15","17","10.5","5000","785","447","1405","40535"
"1489","stop sign","15","17","10.5","5000","807","448","1481","38121"
"1490","stop sign","15","17","10.5","5000","779","440","1461","37588"
"1494","stop sign","15","17","11","5000","741","510","1416","35615"
"1492","stop sign","15","17","11","5000","778","453","1427","32599"
"1493","stop sign","15","17","11","5000","814","439","1576","45579"
"1465","stop sign","15","16","20","5000","725","543","1280","55135"
"1495","stop sign","15","17","11","5000","807","443","1612","39856"
"1468","stop sign","15","16","20","5000","747","530","1755","54755"
"1497","stop sign","15","17","11","5000","800","449","1762","39999"
"1496","stop sign","15","17","11","5000","804","468","1740","33352"
"1498","stop sign","15","17","11","5000","778","451","1395","44868"
"1499","stop sign","15","17","11","5000","812","429","1664","39238"
"1476","stop sign","15","17","10","5000","761","452","1488","32487"
"1504","stop sign","15","17","11.5","5000","788","466","1426","37328"
"1501","stop sign","15","17","11.5","5000","799","449","1495","39868"
"1502","stop sign","15","17","11.5","5000","795","434","1577","42845"
"1503","stop sign","15","17","11.5","5000","787","472","1407","41598"
"1506","stop sign","15","17","11.5","5000","799","435","1725","40748"
"1505","stop sign","15","17","11.5","5000","788","454","1362","46060"
"1508","stop sign","15","17","11.5","5000","823","426","1654","44486"
"1510","stop sign","15","17","11.5","5000","782","483","1491","35760"
"1511","stop sign","15","17","12","5000","770","473","1486","44461"
"1515","stop sign","15","17","12","5000","828","452","1623","44792"
"1513","stop sign","15","17","12","5000","794","489","1519","43098"
"1512","stop sign","15","17","12","5000","799","463","1623","46842"
"1519","stop sign","15","17","12","5000","765","488","1419","37570"
"1516","stop sign","15","17","12","5000","789","435","1520","43359"
"1518","stop sign","15","17","12","5000","785","455","1318","36517"
"1517","stop sign","15","17","12","5000","811","452","1410","46838"
"1520","stop sign","15","17","12","5000","808","444","1621","47018"
"1491","stop sign","15","17","11","5000","825","460","1709","46193"
"1521","stop sign","15","17","12.5","5000","810","453","1643","45637"
"1524","stop sign","15","17","12.5","5000","810","465","1532","51502"
"1522","stop sign","15","17","12.5","5000","849","429","1707","53301"
"1523","stop sign","15","17","12.5","5000","836","400","1673","49070"
"1525","stop sign","15","17","12.5","5000","781","469","1461","41877"
"1526","stop sign","15","17","12.5","5000","821","424","1610","53870"
"1500","stop sign","15","17","11","5000","811","454","1814","51539"
"1527","stop sign","15","17","12.5","5000","823","449","1639","52793"
"1529","stop sign","15","17","12.5","5000","800","458","1502","43135"
"1528","stop sign","15","17","12.5","5000","784","442","1493","47506"
"1530","stop sign","15","17","12.5","5000","788","445","1753","50901"
"1533","stop sign","15","17","13","5000","782","482","1565","45911"
"1507","stop sign","15","17","11.5","5000","810","448","1601","45201"
"1531","stop sign","15","17","13","5000","793","470","1361","49911"
"1534","stop sign","15","17","13","5000","800","471","1475","47922"
"1509","stop sign","15","17","11.5","5000","813","440","1692","46343"
"1535","stop sign","15","17","13","5000","812","455","1511","53218"
"1514","stop sign","15","17","12","5000","836","410","1707","51244"
"1537","stop sign","15","17","13","5000","811","458","1556","45735"
"1540","stop sign","15","17","13","5000","807","453","1628","49762"
"1538","stop sign","15","17","13","5000","828","445","1581","46710"
"1536","stop sign","15","17","13","5000","817","450","1642","50593"
"1547","stop sign","15","17","13.5","5000","789","479","1503","52064"
"1541","stop sign","15","17","13.5","5000","754","481","1440","47628"
"1544","stop sign","15","17","13.5","5000","815","447","1612","47240"
"1542","stop sign","15","17","13.5","5000","831","437","1545","54884"
"1543","stop sign","15","17","13.5","5000","795","462","1601","52556"
"1546","stop sign","15","17","13.5","5000","798","448","1517","48304"
"1549","stop sign","15","17","13.5","5000","776","472","1456","49708"
"1551","stop sign","15","17","14","5000","792","480","1767","47849"
"1553","stop sign","15","17","14","5000","809","478","1621","50364"
"1552","stop sign","15","17","14","5000","813","472","1600","51682"
"1554","stop sign","15","17","14","5000","790","475","1562","51542"
"1555","stop sign","15","17","14","5000","779","460","1497","50721"
"1557","stop sign","15","17","14","5000","813","474","1439","54365"
"1532","stop sign","15","17","13","5000","774","479","1478","42991"
"1556","stop sign","15","17","14","5000","831","433","1841","58089"
"1560","stop sign","15","17","14","5000","781","488","1466","50601"
"1558","stop sign","15","17","14","5000","771","490","1478","46713"
"1559","stop sign","15","17","14","5000","768","510","1569","48386"
"1561","stop sign","15","17","14.5","5000","778","478","1503","47943"
"1566","stop sign","15","17","14.5","5000","792","470","1588","53326"
"1564","stop sign","15","17","14.5","5000","808","499","1730","51967"
"1562","stop sign","15","17","14.5","5000","812","431","1552","54165"
"1539","stop sign","15","17","13","5000","829","459","1616","49724"
"1563","stop sign","15","17","14.5","5000","805","452","1669","51642"
"1565","stop sign","15","17","14.5","5000","763","468","1363","55442"
"1545","stop sign","15","17","13.5","5000","797","462","1566","49576"
"1567","stop sign","15","17","14.5","5000","766","511","1455","45894"
"1570","stop sign","15","17","14.5","5000","815","459","1501","51274"
"1548","stop sign","15","17","13.5","5000","802","431","1631","53061"
"1569","stop sign","15","17","14.5","5000","794","473","1462","51011"
"1573","stop sign","15","17","15","5000","787","474","1535","52633"
"1571","stop sign","15","17","15","5000","789","465","1351","53186"
"1574","stop sign","15","17","15","5000","746","514","1206","42617"
"1572","stop sign","15","17","15","5000","782","486","1511","54128"
"1550","stop sign","15","17","13.5","5000","800","462","1460","49612"
"1576","stop sign","15","17","15","5000","842","433","1765","55611"
"1578","stop sign","15","17","15","5000","790","472","1488","53745"
"1575","stop sign","15","17","15","5000","851","412","1674","55783"
"1579","stop sign","15","17","15","5000","798","472","1562","48079"
"1581","stop sign","15","17","15.5","5000","802","473","1522","50494"
"1587","stop sign","15","17","15.5","5000","772","508","1398","51762"
"1582","stop sign","15","17","15.5","5000","769","475","1527","55683"
